dataset,seed,method,method_label,group,test_f1,test_auc,test_ap,precision,recall,val_f1,metrics_path
EPSD-Ponzi,45,rule,GNN + rule evidence,evidence,0.6363636363636364,0.9055055055055055,0.7045261267443357,0.7272727272727273,0.5656565656565656,0.593939393939394,outputs/paper_5seed_qwen_counter_clean_20260615/EPSD-Ponzi/seed_45/sage_rule_evidence/metrics.json
EPSD-Ponzi,46,rule,GNN + rule evidence,evidence,0.6551724137931034,0.8820820820820822,0.7215824486397352,0.76,0.5757575757575758,0.686046511627907,outputs/paper_5seed_qwen_counter_clean_20260615/EPSD-Ponzi/seed_46/sage_rule_evidence/metrics.json
EPSD-Ponzi,42,qwen,GNN + Qwen motif,evidence,0.6,0.9185367185367186,0.7305750397658228,0.7183098591549296,0.5151515151515151,0.6966292134831461,outputs/paper_5seed_qwen_counter_clean_20260615/EPSD-Ponzi/seed_42/sage_qwen_motif_channel/metrics.json
EPSD-Ponzi,43,qwen,GNN + Qwen motif,evidence,0.5777777777777777,0.8825916825916825,0.6225130433594983,0.6419753086419753,0.5252525252525253,0.7127659574468085,outputs/paper_5seed_qwen_counter_clean_20260615/EPSD-Ponzi/seed_43/sage_qwen_motif_channel/metrics.json
EPSD-Ponzi,44,qwen,GNN + Qwen motif,evidence,0.625,0.9094185094185095,0.724572017814317,0.7142857142857143,0.5555555555555556,0.6706586826347305,outputs/paper_5seed_qwen_counter_clean_20260615/EPSD-Ponzi/seed_44/sage_qwen_motif_channel/metrics.json
EPSD-Ponzi,45,qwen,GNN + Qwen motif,evidence,0.574468085106383,0.8884702884702885,0.6751650631335793,0.6067415730337079,0.5454545454545454,0.5714285714285714,outputs/paper_5seed_qwen_counter_clean_20260615/EPSD-Ponzi/seed_45/sage_qwen_motif_channel/metrics.json
EPSD-Ponzi,46,qwen,GNN + Qwen motif,evidence,0.6304347826086957,0.8736008736008736,0.7097731347241749,0.6823529411764706,0.5858585858585859,0.6892655367231638,outputs/paper_5seed_qwen_counter_clean_20260615/EPSD-Ponzi/seed_46/sage_qwen_motif_channel/metrics.json
EPSD-Ponzi,42,rule_qwen,GNN + rule + Qwen motif,evidence,0.686046511627907,0.9332787332787332,0.8074804964697738,0.8082191780821918,0.5959595959595959,0.7526881720430108,outputs/paper_5seed_qwen_counter_clean_20260615/EPSD-Ponzi/seed_42/sage_rule_scalar_qwen_motif_channel/metrics.json
EPSD-Ponzi,43,rule_qwen,GNN + rule + Qwen motif,evidence,0.5795454545454546,0.882882882882883,0.6468624631809358,0.6623376623376623,0.5151515151515151,0.75,outputs/paper_5seed_qwen_counter_clean_20260615/EPSD-Ponzi/seed_43/sage_rule_scalar_qwen_motif_channel/metrics.json
EPSD-Ponzi,44,rule_qwen,GNN + rule + Qwen motif,evidence,0.6730769230769231,0.9182819182819183,0.7475161289928812,0.6422018348623854,0.7070707070707071,0.6947368421052632,outputs/paper_5seed_qwen_counter_clean_20260615/EPSD-Ponzi/seed_44/sage_rule_scalar_qwen_motif_channel/metrics.json
EPSD-Ponzi,45,rule_qwen,GNN + rule + Qwen motif,evidence,0.6292134831460674,0.9013559013559014,0.7125499297928423,0.7088607594936709,0.5656565656565656,0.6198830409356725,outputs/paper_5seed_qwen_counter_clean_20260615/EPSD-Ponzi/seed_45/sage_rule_scalar_qwen_motif_channel/metrics.json
EPSD-Ponzi,46,rule_qwen,GNN + rule + Qwen motif,evidence,0.6745562130177515,0.8902538902538903,0.7488996125314654,0.8142857142857143,0.5757575757575758,0.6900584795321637,outputs/paper_5seed_qwen_counter_clean_20260615/EPSD-Ponzi/seed_46/sage_rule_scalar_qwen_motif_channel/metrics.json
